Date (MM/DD/YYYY),File,Gtype,Flight Time,Start Time,End Time,Landing,Sensor Info,Sensor Info (300),Sensor Info (400),Sensor Info (500),Sensor Info (600),Sensor Info (700)
8/22/2024,4536-9240051875.igc,ArcusT, 5:28:01,184713,1514,HOME,"ArcusT Motor noise registered by ENL sensor at t=['192910', '192911', '001505', '001509'] and [5489, 5508, 62, 62]AGL",,,,,
8/12/2024,4536-9239003173.igc,JS-3-18mAbm,4:07:24,175809,220533,HOME,,,,,,
8/30/2024,4536-9241100600.igc,EB29RGBD,4:19:03,182044,223947,HOME,"EB29RGBD's ENL monitor reports Engine Run 5 minutes, starts at T=182044 and: 921 msl [-16 agl]; Height gain/loss is: 2245
EB29RGBD Motor noise registered by ENL sensor at t=['182045', '182625', '182638', '182639', '223918', '223937'] and [-16, 2294, 2175, 2182, 82, 78]AGL",,,,,
8/21/2024,4536-9241100468.igc,JS-5-24m, 4:43:59,195842,4241,HOME,,,,,,
8/22/2024,4536-9239003479.igc,AS33Es18m, 5:25:11,185638,2149,HOME,"AS33Es18m's ENL monitor reports Engine Run 3 minutes, starts at T=185638 and: 984 msl [53 agl]; Height gain/loss is: 1742
AS33Es18m Motor noise registered by ENL sensor at t=['185639', '190026'] and [49, 1765]AGL",,,,,
8/22/2024,4536-9241100481.igc,EB29RGBD, 5:49:27,182044,1011,HOME,"EB29RGBD's ENL monitor reports Engine Run 4 minutes, starts at T=182044 and: 931 msl [0 agl]; Height gain/loss is: 2215
EB29RGBD Motor noise registered by ENL sensor at t=['182045', '182531', '220556', '220558', '231940', '231943', '001003', '001004'] and [-2, 2271, 6765, 6673, 7162, 7084, 68, 68]AGL",,,,,
8/26/2024,4536-9240051922.igc,ArcusM,4:56:10,163128,212738,HOME,,,,,,
8/16/2024,4536-9239003322.igc,AS33ES/18m,5:33:17,175410,232727,HOME,,,,,,
8/24/2024,4536-9239003548.igc,JS-3-18m,4:24:48,190817,233305,HOME,,"JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['200932', '200939', '205623', '205627', '210226', '210242', '210247', '210300', '211444', '211448', '212019', '212043', '212045', '212110', '212113', '212118', '212509', '212522', '212531', '212539', '212540', '212547', '212850', '212905', '213213', '213223', '214707', '214711', '221838', '221914', '221943', '221946', '224509', '224532', '224539', '224547', '231811', '231902', '231941', '231959', '232029', '232034', '232038', '232044', '232052', '232113', '232122', '232126', '232213', '232217'] and [5938, 5952, 4288, 4390, 4970, 4944, 4945, 5042, 3163, 3261, 5252, 4882, 4865, 4840, 4839, 4741, 3986, 3894, 3806, 3786, 3786, 3799, 3439, 3268, 3986, 3835, 2487, 2450, 4685, 4370, 4124, 4212, 4376, 4380, 4337, 4383, 3573, 3222, 3094, 2874, 2805, 2825, 2832, 2812, 2733, 2619, 2537, 2529, 2166, 2139]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['200932', '200939', '205623', '205627', '210226', '210242', '210247', '210300', '211444', '211448', '212019', '212043', '212045', '212110', '212113', '212118', '212509', '212522', '212531', '212539', '212540', '212547', '212850', '212905', '213213', '213223', '214707', '214711', '221838', '221914', '221943', '221946', '224509', '224532', '224539', '224547', '231811', '231902', '231941', '231959', '232029', '232034', '232038', '232044', '232052', '232113', '232122', '232126', '232213', '232217'] and [5938, 5952, 4288, 4390, 4970, 4944, 4945, 5042, 3163, 3261, 5252, 4882, 4865, 4840, 4839, 4741, 3986, 3894, 3806, 3786, 3786, 3799, 3439, 3268, 3986, 3835, 2487, 2450, 4685, 4370, 4124, 4212, 4376, 4380, 4337, 4383, 3573, 3222, 3094, 2874, 2805, 2825, 2832, 2812, 2733, 2619, 2537, 2529, 2166, 2139]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['200932', '200939', '205623', '205627', '210226', '210242', '210247', '210300', '211444', '211448', '212019', '212043', '212045', '212110', '212113', '212118', '212509', '212522', '212531', '212539', '212540', '212547', '212850', '212905', '213213', '213223', '214707', '214711', '221838', '221914', '221943', '221946', '224509', '224532', '224539', '224547', '231811', '231902', '231941', '231959', '232029', '232034', '232038', '232044', '232052', '232113', '232122', '232126', '232213', '232217'] and [5938, 5952, 4288, 4390, 4970, 4944, 4945, 5042, 3163, 3261, 5252, 4882, 4865, 4840, 4839, 4741, 3986, 3894, 3806, 3786, 3786, 3799, 3439, 3268, 3986, 3835, 2487, 2450, 4685, 4370, 4124, 4212, 4376, 4380, 4337, 4383, 3573, 3222, 3094, 2874, 2805, 2825, 2832, 2812, 2733, 2619, 2537, 2529, 2166, 2139]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['200933', '200939', '210227', '210242', '210248', '210300', '212021', '212043', '212046', '212110', '212510', '212522', '212532', '212539', '212541', '212547', '212851', '212905', '213213', '213223', '221839', '221914', '224510', '224532', '224541', '224547', '231812', '231902', '231942', '231959', '232030', '232034', '232039', '232044', '232053', '232113'] and [5935, 5952, 4990, 4944, 4944, 5042, 5256, 4882, 4852, 4840, 4006, 3894, 3809, 3786, 3805, 3799, 3445, 3268, 3986, 3835, 4665, 4370, 4360, 4380, 4324, 4383, 3635, 3222, 3048, 2874, 2736, 2825, 2841, 2812, 2742, 2619]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['200933', '200939', '210227', '210242', '210248', '210300', '212022', '212043', '212046', '212110', '212510', '212522', '212532', '212539', '212541', '212547', '212851', '212905', '213214', '213223', '221839', '221914', '224510', '224532', '224541', '224547', '231812', '231902', '231942', '231959', '232030', '232034', '232039', '232044', '232053', '232113'] and [5935, 5952, 4990, 4944, 4944, 5042, 5240, 4882, 4852, 4840, 4006, 3894, 3809, 3786, 3805, 3799, 3445, 3268, 3989, 3835, 4665, 4370, 4360, 4380, 4324, 4383, 3635, 3222, 3048, 2874, 2736, 2825, 2841, 2812, 2742, 2619]AGL"
8/12/2024,4536-9239003200.igc,AS33Es,3:15:26,181344,212910,HOME,,,,,,
8/23/2024,4536-9241100498.igc,EB29RGBD, 5:51:25,181657,822,HOME,"EB29RGBD's ENL monitor reports Engine Run 5 minutes, starts at T=181657 and: 938 msl [0 agl]; Height gain/loss is: 2155
EB29RGBD Motor noise registered by ENL sensor at t=['181658', '182220', '223727', '223729', '000453', '000454', '000759', '000800', '000802', '000805', '000807', '000810', '000816', '000819'] and [3, 2208, 6723, 6670, 1355, 1361, 89, 92, 108, 89, 89, 85, 92, 92]AGL",,,,,
8/23/2024,4536-9241100508.igc,EB29R, 5:50:29,182122,1151,HOME,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=182122 and: 938 msl [0 agl]; Height gain/loss is: 2031
EB29R Motor noise registered by ENL sensor at t=['182123', '182639', '182641', '182642', '001110', '001111', '001130', '001132'] and [3, 2054, 2064, 2054, 82, 85, 66, 66]AGL",,,,,
8/24/2024,4536-9239003533.igc,AS33Es18m,4:06:42,190721,231403,HOME,,,,,,
8/13/2024,4536-9239003235.igc,JS-3-18m,5:06:16,173738,224354,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['224350', '224353'] and [112, 121]AGL",,,,,
8/28/2024,4536-9240051961.igc,ArcusT,4:26:57,173304,220001,HOME,"ArcusT's ENL monitor reports Engine Run 22 minutes, starts at T=203557 and: 1377 msl [780 agl]; Height gain/loss is: 2143
ArcusT Motor noise registered by ENL sensor at t=['203557', '205815'] and [780, 2914]AGL",,,,,
8/24/2024,4536-9240051914.igc,ArcusM,3:57:15,191415,231130,HOME,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=191415 and: 921 msl [-26 agl]; Height gain/loss is: 2166
ArcusM Motor noise registered by ENL sensor at t=['191416', '192010', '231119', '231122'] and [-26, 2225, 43, 43]AGL",,,,,
8/29/2024,4536-9239003679.igc,JS-3-18m,5:12:06,174432,225638,HOME,"JS-3-18m's RPM monitor reports Engine Run 5 minutes, starts at T=214556 and: 1381 msl [643 agl]; Height gain/loss is: 2067","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['214603', '215144'] and [640, 2822]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['214605', '215144'] and [656, 2822]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['214608', '215144'] and [679, 2822]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['214611', '215144'] and [702, 2822]AGL",
8/22/2024,4536-9241100483.igc,JS-1-21m,5:52:16,180139,235355,HOME,,,,,,
8/15/2024,4536-9241100359.igc,JS-1-21m,4:13:33,175138,220511,HOME,"JS-1-21m's MOP monitor reports Engine Run 10 minutes, starts at T=175144 and: 931 msl [0 agl]; Height gain/loss is: 3081
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=185819 and: 4153 msl [3392 agl]; Height gain/loss is: 144
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=190102 and: 4032 msl [3304 agl]; Height gain/loss is: -361
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=190622 and: 3674 msl [3008 agl]; Height gain/loss is: 210
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=191207 and: 5751 msl [5072 agl]; Height gain/loss is: -975
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=192036 and: 4868 msl [4140 agl]; Height gain/loss is: 236
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=192424 and: 5446 msl [4695 agl]; Height gain/loss is: -627
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=193201 and: 4517 msl [3724 agl]; Height gain/loss is: -498
JS-1-21m's MOP monitor reports Engine Run 10 minutes, starts at T=194756 and: 5541 msl [4118 agl]; Height gain/loss is: -1293
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=200835 and: 6184 msl [4587 agl]; Height gain/loss is: 443
JS-1-21m's MOP monitor reports Engine Run 11 minutes, starts at T=201603 and: 7250 msl [5581 agl]; Height gain/loss is: -1420
JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=203029 and: 6673 msl [4780 agl]; Height gain/loss is: -719
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=203959 and: 5610 msl [3563 agl]; Height gain/loss is: 423
JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=204252 and: 5541 msl [3402 agl]; Height gain/loss is: -190
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=210016 and: 5508 msl [3304 agl]; Height gain/loss is: -20
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=210758 and: 6676 msl [4534 agl]; Height gain/loss is: -860
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=211746 and: 6414 msl [4256 agl]; Height gain/loss is: -1270
JS-1-21m's MOP monitor reports Engine Run 20 minutes, starts at T=213023 and: 8034 msl [6073 agl]; Height gain/loss is: -3993
JS-1-21m's MOP monitor reports Engine Run 9 minutes, starts at T=215449 and: 3822 msl [2582 agl]; Height gain/loss is: -2681","JS-1-21m Motor noise registered by MOP sensor (threshold 300) at t=['175139', '180203', '184234', '185503', '185803', '185937', '190053', '190414', '190610', '190723', '191158', '191730', '191954', '192228', '192412', '193055', '193149', '193707', '193749', '194105', '194738', '195840', '200305', '200709', '200826', '201349', '201548', '202717', '203020', '203501', '203741', '204133', '204158', '204706', '204754', '205103', '205507', '205709', '210000', '210351', '210749', '211303', '211722', '212402', '213011', '215050', '215229', '215410', '215443', '220410', '220452'] and [-2, 3097, 4662, 2821, 3494, 3546, 3280, 2973, 3044, 3176, 5197, 4061, 4465, 4402, 4859, 4029, 3894, 2829, 2513, 2687, 4354, 2693, 4403, 4997, 4712, 4882, 5623, 3819, 4908, 3809, 4078, 4131, 3795, 3235, 2648, 2503, 2687, 2769, 3609, 3271, 4649, 3582, 4521, 3156, 5859, 2477, 2317, 2855, 2681, 190, 92]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 400) at t=['175139', '180203', '185026', '185503', '185806', '185937', '190056', '190414', '190616', '190723', '191201', '191730', '192003', '192228', '192418', '193055', '193152', '193707', '193954', '194105', '194741', '195840', '200314', '200709', '200829', '201349', '201554', '202717', '203026', '203501', '203750', '204133', '204231', '204706', '210006', '210351', '210752', '211303', '211728', '212402', '213014', '215050', '215443', '220410', '220452'] and [-2, 3097, 3504, 2821, 3477, 3546, 3294, 2973, 3008, 3176, 5161, 4061, 4423, 4402, 4764, 4029, 3845, 2829, 2352, 2687, 4341, 2693, 4357, 4997, 4653, 4882, 5584, 3819, 4773, 3809, 4042, 4131, 3756, 3235, 3524, 3271, 4623, 3582, 4422, 3156, 5952, 2477, 2681, 190, 92]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 500) at t=['175144', '180203', '185819', '185937', '190102', '190414', '190622', '190723', '191207', '191730', '192036', '192228', '192424', '193055', '193201', '193707', '194756', '195840', '200835', '201349', '201603', '202717', '203029', '203501', '203959', '204133', '204252', '204706', '210016', '210351', '210758', '211303', '211746', '212402', '213023', '215050', '215449', '220410', '220455'] and [0, 3097, 3392, 3546, 3304, 2973, 3008, 3176, 5072, 4061, 4140, 4402, 4695, 4029, 3724, 2829, 4118, 2693, 4587, 4882, 5581, 3819, 4780, 3809, 3563, 4131, 3402, 3235, 3304, 3271, 4534, 3582, 4256, 3156, 6073, 2477, 2582, 190, 92]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 600) at t=['190133', '190414', '191213', '191730', '192433', '193055', '195509', '195840', '201621', '202717', '203041', '203501', '204259', '204706', '210025', '210351', '210801', '211303', '213133', '215050', '215452', '220410', '220458'] and [3009, 2973, 5079, 4061, 4597, 4029, 2674, 2693, 5574, 3819, 4630, 3809, 3271, 3235, 3117, 3271, 4492, 3582, 5850, 2477, 2539, 190, 111]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 700) at t=['202236', '202717', '203054', '203501', '210810', '211303', '215501', '220410', '220501'] and [3973, 3819, 4429, 3809, 4449, 3582, 2487, 190, 111]AGL"
8/20/2024,4536-9239003401.igc,18mAS33@ventus, 4:51:39,194650,3829,HOME,"18mAS33@ventus Motor noise registered by ENL sensor at t=['194652', '194653', '195054', '195108', '003824', '003825'] and [-28, -25, 2434, 2386, 46, 49]AGL",,,,,
8/28/2024,4536-9239003645.igc,JS-3-18m,3:17:47,180921,212708,LOUT,"JS-3-18m Motor noise registered by ENL sensor at t=['211955', '212121', '212502', '212538'] and [1217, 1263, 558, 551]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['211956', '212125', '212505', '212542'] and [1223, 1257, 552, 535]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['212001', '212125'] and [1227, 1257]AGL",,,
8/26/2024,4536-9240051929.igc,ArcusT,4:45:16,164142,212658,HOME,,,,,,
8/30/2024,4536-9240051990.igc,ArcusM,4:05:05,174517,215022,HOME,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=174517 and: 918 msl [-12 agl]; Height gain/loss is: 1805
ArcusM Motor noise registered by ENL sensor at t=['174518', '175112', '193235', '193236', '202927', '202928', '215003', '215009'] and [-12, 1844, 4351, 4387, 4206, 4210, 98, 105]AGL",,,,,
8/16/2024,4536-9239003328.igc,JS3-18m, 6:09:59,181037,2036,HOME,,,,,,
8/26/2024,4536-9241100527.igc,JS-1-21m,4:44:49,171021,215510,HOME,"JS-1-21m Motor noise registered by ENL sensor at t=['171022', '171032', '171033', '171034', '173301', '173304', '181037', '181040', '193746', '193754', '215440', '215457', '215504', '215507'] and [-9, 0, 0, 0, 5121, 5076, 5984, 5978, 5403, 5463, 89, 88, 82, 82]AGL",,,,,
8/15/2024,4536-9239003293.igc,JS-3-18m,5:35:04,174238,231742,HOME,"JS-3-18m's MOP monitor reports Engine Run 8 minutes, starts at T=174238 and: 961 msl [53 agl]; Height gain/loss is: 1765
JS-3-18m Motor noise registered by ENL sensor at t=['174239', '174246', '174315', '174615', '174618', '174633', '174645', '174650', '174710', '174720', '174814', '174825', '174835', '174915'] and [53, 49, 226, 788, 790, 830, 833, 856, 955, 998, 971, 978, 939, 1168]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['174239', '175107'] and [53, 1851]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['174239', '175107'] and [53, 1851]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['174239', '175107'] and [53, 1851]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['174239', '175107'] and [53, 1851]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['174239', '175107'] and [53, 1851]AGL"
8/26/2024,4536-9240051931.igc,HpHTwinshark,4:48:37,163042,211919,HOME,,,,,,
8/14/2024,4536-9239003252.igc,JS-3-18m,3:23:01,180755,213056,HOME,,"JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['181331', '181343', '191944', '191951', '200119', '200128', '204028', '204032', '204051', '204055', '204058', '204102', '204112', '204116', '204122', '204127', '204131', '204135', '204610', '204614', '204846', '204852', '204935', '204939', '204950', '204956', '205038', '205042', '205045', '205057', '211033', '211037', '211038', '211102', '211105', '211109', '211115', '211120', '211710', '211718', '211901', '211906', '211907', '211913', '212021', '212025', '212034', '212047', '212051', '212058', '212106', '212122', '212133', '212144', '212148', '212156', '212208', '212218', '212239', '212242', '212250', '212254', '212441', '212444', '212811', '212838'] and [2563, 2625, 3094, 3081, 3497, 3619, 3904, 3861, 3812, 3790, 3764, 3733, 3681, 3681, 3659, 3635, 3612, 3619, 4039, 4052, 4334, 4314, 4039, 4000, 3891, 3868, 3534, 3498, 3487, 3441, 4773, 4721, 4711, 4538, 4511, 4449, 4416, 4396, 4537, 4508, 3973, 4022, 4016, 4058, 3888, 3872, 3750, 3806, 3769, 3687, 3641, 3537, 3409, 3316, 3291, 3284, 3242, 3149, 2874, 2867, 2989, 3061, 3225, 3222, 778, 798]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['181331', '181343', '191944', '191951', '200119', '200128', '204028', '204032', '204051', '204055', '204058', '204102', '204112', '204116', '204122', '204127', '204131', '204135', '204610', '204614', '204846', '204852', '204935', '204939', '204950', '204956', '205038', '205042', '205045', '205057', '211033', '211037', '211038', '211102', '211105', '211109', '211115', '211120', '211710', '211718', '211901', '211906', '211907', '211913', '212021', '212025', '212034', '212047', '212051', '212058', '212106', '212122', '212133', '212144', '212148', '212156', '212208', '212218', '212239', '212242', '212250', '212254', '212441', '212444', '212811', '212838'] and [2563, 2625, 3094, 3081, 3497, 3619, 3904, 3861, 3812, 3790, 3764, 3733, 3681, 3681, 3659, 3635, 3612, 3619, 4039, 4052, 4334, 4314, 4039, 4000, 3891, 3868, 3534, 3498, 3487, 3441, 4773, 4721, 4711, 4538, 4511, 4449, 4416, 4396, 4537, 4508, 3973, 4022, 4016, 4058, 3888, 3872, 3750, 3806, 3769, 3687, 3641, 3537, 3409, 3316, 3291, 3284, 3242, 3149, 2874, 2867, 2989, 3061, 3225, 3222, 778, 798]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['181331', '181343', '191944', '191951', '200119', '200128', '204028', '204032', '204051', '204055', '204058', '204102', '204112', '204116', '204122', '204127', '204131', '204135', '204610', '204614', '204846', '204852', '204935', '204939', '204950', '204956', '205038', '205042', '205045', '205057', '211033', '211037', '211038', '211102', '211105', '211109', '211115', '211120', '211710', '211718', '211901', '211906', '211907', '211913', '212021', '212025', '212034', '212047', '212051', '212058', '212106', '212122', '212133', '212144', '212148', '212156', '212208', '212218', '212239', '212242', '212250', '212254', '212441', '212444', '212811', '212838'] and [2563, 2625, 3094, 3081, 3497, 3619, 3904, 3861, 3812, 3790, 3764, 3733, 3681, 3681, 3659, 3635, 3612, 3619, 4039, 4052, 4334, 4314, 4039, 4000, 3891, 3868, 3534, 3498, 3487, 3441, 4773, 4721, 4711, 4538, 4511, 4449, 4416, 4396, 4537, 4508, 3973, 4022, 4016, 4058, 3888, 3872, 3750, 3806, 3769, 3687, 3641, 3537, 3409, 3316, 3291, 3284, 3242, 3149, 2874, 2867, 2989, 3061, 3225, 3222, 778, 798]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['181332', '181343', '191945', '191951', '200120', '200128', '204124', '204127', '204847', '204852', '204935', '204939', '204952', '204956', '205046', '205057', '211039', '211102', '211106', '211109', '211711', '211718', '211902', '211906', '211907', '211913', '212035', '212047', '212052', '212058', '212116', '212122', '212134', '212144', '212149', '212156', '212209', '212218', '212442', '212444', '212812', '212838'] and [2579, 2625, 3078, 3081, 3520, 3619, 3655, 3635, 4334, 4314, 4039, 4000, 3878, 3868, 3472, 3441, 4701, 4538, 4488, 4449, 4540, 4508, 3980, 4022, 4016, 4058, 3750, 3806, 3757, 3687, 3582, 3537, 3392, 3316, 3290, 3284, 3232, 3149, 3221, 3222, 794, 798]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['181332', '181343', '191945', '191951', '200120', '200128', '204847', '204852', '204935', '204939', '205046', '205057', '211039', '211102', '211106', '211109', '211711', '211718', '211902', '211906', '211907', '211913', '212035', '212047', '212052', '212058', '212117', '212122', '212134', '212144', '212149', '212156', '212209', '212218', '212442', '212444', '212812', '212838'] and [2579, 2625, 3078, 3081, 3520, 3619, 4334, 4314, 4039, 4000, 3472, 3441, 4701, 4538, 4488, 4449, 4540, 4508, 3980, 4022, 4016, 4058, 3750, 3806, 3757, 3687, 3579, 3537, 3392, 3316, 3290, 3284, 3232, 3149, 3221, 3222, 794, 798]AGL"
8/22/2024,4536-9241100479.igc,JS-1-21m,5:45:58,180052,234650,HOME,,"JS-1-21m Motor noise registered by MOP sensor (threshold 300) at t=['192014', '192019'] and [4071, 4078]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 400) at t=['192014', '192019'] and [4071, 4078]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 500) at t=['192014', '192019'] and [4071, 4078]AGL",,
8/13/2024,4536-9239003203.igc,JS-3-18m_2L,3:59:16,182750,222706,HOME,,,,,,
8/29/2024,4536-9239003683.igc,JS-3-18m,5:22:23,181434,233657,HOME,,,,,,
8/29/2024,4536-9239003675.igc,ASG29,5:29:01,181128,234029,HOME,,,,,,
8/24/2024,4536-9240051916.igc,Twinshark,4:05:19,185904,230423,HOME,"Twinshark's ENL monitor reports Engine Run 5 minutes, starts at T=185904 and: 948 msl [10 agl]; Height gain/loss is: 1922
Twinshark Motor noise registered by ENL sensor at t=['185905', '190453'] and [10, 1995]AGL",,,,,
8/29/2024,4536-9241100581.igc,JS-1-21m, 6:27:35,173335,110,HOME,,"JS-1-21m Motor noise registered by MOP sensor (threshold 300) at t=['000025', '000031'] and [134, 115]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 400) at t=['000025', '000031'] and [134, 115]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 500) at t=['000025', '000031'] and [134, 115]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 600) at t=['000026', '000031'] and [134, 115]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 700) at t=['000026', '000031'] and [134, 115]AGL"
8/29/2024,4536-9239003659.igc,JS-3-18mAbm,6:11:51,173241,234432,HOME,,"JS-3-18mAbm Motor noise registered by MOP sensor (threshold 300) at t=['174715', '174724', '234410', '234413'] and [2299, 2270, 105, 105]AGL","JS-3-18mAbm Motor noise registered by MOP sensor (threshold 400) at t=['174715', '174724'] and [2299, 2270]AGL","JS-3-18mAbm Motor noise registered by MOP sensor (threshold 500) at t=['174715', '174724'] and [2299, 2270]AGL","JS-3-18mAbm Motor noise registered by MOP sensor (threshold 600) at t=['174716', '174724'] and [2290, 2270]AGL","JS-3-18mAbm Motor noise registered by MOP sensor (threshold 700) at t=['174716', '174724'] and [2290, 2270]AGL"
8/11/2024,4536-9239003157.igc,ASG29,4:01:27,181551,221718,HOME,,,,,,
8/18/2024,4536-9239003362.igc,JS-3-18m,4:34:27,190309,233736,HOME,"JS-3-18m's MOP monitor reports Engine Run 274 minutes, starts at T=190309 and: 931 msl [0 agl]; Height gain/loss is: 69",JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['190310'] and [0]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['190310'] and [0]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['190310'] and [0]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['190310'] and [0]AGL,JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['190310'] and [0]AGL
8/14/2024,4536-9241100352.igc,EB29R,2:24:56,183323,205819,HOME,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=183323 and: 928 msl [-19 agl]; Height gain/loss is: 1860
EB29R Motor noise registered by ENL sensor at t=['183324', '183836'] and [-19, 1876]AGL",,,,,
8/28/2024,4536-9239003632.igc,Ventus3T,4:13:57,175202,220559,HOME,"Ventus3T's ENL monitor reports Engine Run 27 minutes, starts at T=211525 and: 1003 msl [173 agl]; Height gain/loss is: 4101
Ventus3T Motor noise registered by ENL sensor at t=['175203', '175214', '175300', '175306', '175405', '175409', '175437', '175439', '175901', '175935', '211525', '214307', '220534', '220541', '220553'] and [10, 56, 335, 374, 787, 771, 991, 981, 1795, 1880, 173, 4396, 89, 82, 68]AGL",,,,,
8/18/2024,4536-9239003367.igc,JS-3-18m,5:05:13,183735,234248,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['183740', '183741', '234239', '234243'] and [7, 7, 66, 69]AGL",,,,,
